ID: tm4726 | Título: 'Fast and Furious' | Ano de lançamento: 2001 | Gêneros: 'action,comedy' | Avaliação IMDB: 9.8
ID: ts35406 | Título: 'Between' | Ano de lançamento: 2015 | Gêneros: '['scifi', 'thriller', 'drama']' | Avaliação IMDB: 5.900000095367432
ID: ts354073 | Título: 'The Future Of' | Ano de lançamento: 2022 | Gêneros: '['documentation']' | Avaliação IMDB: 4.699999809265137
ID: ts35426 | Título: 'LEGO City' | Ano de lançamento: 2011 | Gêneros: '['animation', 'european']' | Avaliação IMDB: 5.0
ID: ts35463 | Título: 'Richie Rich' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 3.0
ID: ts35505 | Título: 'Old Money' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'drama', 'european']' | Avaliação IMDB: 7.300000190734863
ID: ts35554 | Título: 'Scream: The TV Series' | Ano de lançamento: 2015 | Gêneros: '['thriller', 'drama', 'crime', 'horror', 'comedy']' | Avaliação IMDB: 7.099999904632568
ID: ts35563 | Título: 'Supergirl' | Ano de lançamento: 2015 | Gêneros: '['scifi', 'action', 'drama']' | Avaliação IMDB: 6.199999809265137
ID: ts35570 | Título: 'Lovesick' | Ano de lançamento: 2014 | Gêneros: '['comedy', 'european']' | Avaliação IMDB: 8.0
ID: ts35596 | Título: 'Bella and the Bulldogs' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'family', 'sport']' | Avaliação IMDB: 4.900000095367432
ID: ts356275 | Título: 'Johnny Test' | Ano de lançamento: 2021 | Gêneros: '['comedy', 'animation', 'family', 'scifi', 'action']' | Avaliação IMDB: 6.400000095367432
ID: ts35628 | Título: 'Some Assembly Required' | Ano de lançamento: 2014 | Gêneros: '['comedy', 'documentation', 'reality']' | Avaliação IMDB: 8.5
ID: ts35682 | Título: 'Wentworth' | Ano de lançamento: 2013 | Gêneros: '['drama', 'thriller', 'crime']' | Avaliação IMDB: 8.600000381469727
ID: ts356887 | Título: 'How To Build a Sex Room' | Ano de lançamento: 2022 | Gêneros: '['reality']' | Avaliação IMDB: 5.300000190734863
ID: ts356951 | Título: 'Hurts Like Hell' | Ano de lançamento: 2022 | Gêneros: '['drama', 'sport']' | Avaliação IMDB: 8.399999618530273
ID: ts356995 | Título: 'How to Change Your Mind' | Ano de lançamento: 2022 | Gêneros: '['documentation']' | Avaliação IMDB: 8.199999809265137
ID: ts35775 | Título: 'Wet Hot American Summer: First Day of Camp' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 7.300000190734863
ID: ts35793 | Título: 'Forged in Fire' | Ano de lançamento: 2015 | Gêneros: '['reality']' | Avaliação IMDB: 8.300000190734863
ID: ts35987 | Título: 'Transformers: Robots In Disguise' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'scifi', 'animation', 'action']' | Avaliação IMDB: 6.0
ID: ts36046 | Título: 'BUNK'D' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'drama', 'family']' | Avaliação IMDB: 5.300000190734863
ID: ts36127 | Título: 'Turbo FAST' | Ano de lançamento: 2013 | Gêneros: '['comedy', 'family', 'sport', 'scifi', 'animation', 'action']' | Avaliação IMDB: 6.300000190734863
ID: ts36129 | Título: 'Crazy Ex-Girlfriend' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 7.800000190734863
ID: ts36147 | Título: 'Lucifer' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'crime', 'drama', 'fantasy']' | Avaliação IMDB: 8.100000381469727
ID: ts36177 | Título: 'Glitch' | Ano de lançamento: 2015 | Gêneros: '['scifi', 'thriller', 'drama', 'horror']' | Avaliação IMDB: 7.300000190734863
ID: ts36545 | Título: 'Quantico' | Ano de lançamento: 2015 | Gêneros: '['drama', 'thriller', 'crime']' | Avaliação IMDB: 6.599999904632568
ID: ts36547 | Título: 'Club de Cuervos' | Ano de lançamento: 2015 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 8.199999809265137
ID: ts36550 | Título: 'DC's Legends of Tomorrow' | Ano de lançamento: 2016 | Gêneros: '['drama', 'action', 'scifi']' | Avaliação IMDB: 6.800000190734863
ID: ts36577 | Título: 'The Last Kingdom' | Ano de lançamento: 2015 | Gêneros: '['action', 'drama', 'war', 'history', 'european']' | Avaliação IMDB: 8.5
ID: ts36630 | Título: 'Dinotrux' | Ano de lançamento: 2015 | Gêneros: '['action', 'comedy', 'family', 'animation']' | Avaliação IMDB: 6.699999809265137
ID: ts36631 | Título: 'Narcos' | Ano de lançamento: 2015 | Gêneros: '['drama', 'thriller', 'crime']' | Avaliação IMDB: 8.800000190734863
ID: ts36647 | Título: 'Rita' | Ano de lançamento: 2012 | Gêneros: '['comedy', 'drama', 'european']' | Avaliação IMDB: 8.100000381469727
ID: ts36650 | Título: 'Apaches' | Ano de lançamento: 2018 | Gêneros: '['crime', 'action', 'drama', 'thriller', 'european']' | Avaliação IMDB: 7.0
ID: ts36740 | Título: 'Project Mc²' | Ano de lançamento: 2015 | Gêneros: '['family']' | Avaliação IMDB: 5.800000190734863
ID: ts36741 | Título: 'Fartsa' | Ano de lançamento: 2015 | Gêneros: '['drama', 'crime']' | Avaliação IMDB: 6.699999809265137
ID: ts36836 | Título: 'Zach Stone Is Gonna Be Famous' | Ano de lançamento: 2013 | Gêneros: '['comedy']' | Avaliação IMDB: 8.300000190734863
ID: ts36856 | Título: 'F is for Family' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'drama', 'animation']' | Avaliação IMDB: 8.0
ID: ts36885 | Título: 'Ash vs Evil Dead' | Ano de lançamento: 2015 | Gêneros: '['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']' | Avaliação IMDB: 8.399999618530273
ID: ts36983 | Título: 'Fuller House' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 6.699999809265137
ID: ts37143 | Título: 'Alone' | Ano de lançamento: 2015 | Gêneros: '['reality', 'documentation']' | Avaliação IMDB: 8.399999618530273
ID: ts37187 | Título: 'Senora Acero' | Ano de lançamento: 2014 | Gêneros: '['crime', 'drama', 'romance']' | Avaliação IMDB: 6.800000190734863
ID: ts37200 | Título: 'Trotro' | Ano de lançamento: 2004 | Gêneros: '['animation', 'family', 'european']' | Avaliação IMDB: 6.300000190734863
ID: ts37464 | Título: 'Occupied' | Ano de lançamento: 2015 | Gêneros: '['war', 'drama', 'thriller']' | Avaliação IMDB: 7.599999904632568
ID: ts37539 | Título: 'One-Punch Man' | Ano de lançamento: 2015 | Gêneros: '['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']' | Avaliação IMDB: 8.699999809265137
ID: ts37660 | Título: 'Reply 1988' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'drama', 'family', 'romance']' | Avaliação IMDB: 9.199999809265137
ID: ts37804 | Título: 'W/ Bob & David' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 7.400000095367432
ID: ts37864 | Título: 'The Glamorous Imperial Concubine' | Ano de lançamento: 2011 | Gêneros: '['drama', 'history', 'romance']' | Avaliação IMDB: 6.800000190734863
ID: ts37866 | Título: 'Call My Agent!' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'drama', 'european']' | Avaliação IMDB: 8.300000190734863
ID: ts37896 | Título: 'Conspiracy' | Ano de lançamento: 2015 | Gêneros: '['history', 'documentation', 'european']' | Avaliação IMDB: 6.199999809265137
ID: ts37944 | Título: 'A Very Secret Service' | Ano de lançamento: 2015 | Gêneros: '['comedy', 'european']' | Avaliação IMDB: 7.699999809265137
ID: ts37971 | Título: 'Master of None' | Ano de lançamento: 2015 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 8.300000190734863
ID: ts3799 | Título: 'All Hail King Julien' | Ano de lançamento: 2014 | Gêneros: '['comedy', 'family', 'fantasy', 'animation', 'action']' | Avaliação IMDB: 7.0
ID: ts38090 | Título: 'Versailles' | Ano de lançamento: 2015 | Gêneros: '['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']' | Avaliação IMDB: 7.900000095367432
ID: ts38116 | Título: 'Mobile Suit Gundam: Iron-Blooded Orphans' | Ano de lançamento: 2015 | Gêneros: '['war', 'action', 'scifi', 'animation', 'drama']' | Avaliação IMDB: 7.900000095367432
ID: ts38159 | Título: 'Wakfu' | Ano de lançamento: 2008 | Gêneros: '['action', 'scifi', 'family', 'fantasy', 'animation', 'european']' | Avaliação IMDB: 8.100000381469727
ID: ts38199 | Título: 'The Magicians' | Ano de lançamento: 2015 | Gêneros: '['scifi', 'drama', 'fantasy']' | Avaliação IMDB: 7.599999904632568
ID: ts38204 | Título: 'Making a Murderer' | Ano de lançamento: 2015 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 8.600000381469727
ID: ts38230 | Título: 'The Method' | Ano de lançamento: 2015 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 7.400000095367432
ID: ts38304 | Título: 'Servant of the People' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 7.300000190734863
ID: ts38415 | Título: 'Frontier' | Ano de lançamento: 2016 | Gêneros: '['action', 'history', 'drama']' | Avaliação IMDB: 7.099999904632568
ID: ts3844 | Título: 'Aquarius' | Ano de lançamento: 2015 | Gêneros: '['drama', 'thriller', 'crime', 'european']' | Avaliação IMDB: 7.0
ID: ts38511 | Título: 'Love' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 7.699999809265137
ID: ts38512 | Título: 'Cooked' | Ano de lançamento: 2016 | Gêneros: '['documentation']' | Avaliação IMDB: 7.599999904632568
ID: ts38568 | Título: 'Flaked' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 7.199999809265137
ID: ts38710 | Título: 'Wynonna Earp' | Ano de lançamento: 2016 | Gêneros: '['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']' | Avaliação IMDB: 7.300000190734863
ID: ts38717 | Título: 'Good Morning Call' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 7.5
ID: ts38718 | Título: 'Slasher' | Ano de lançamento: 2016 | Gêneros: '['crime', 'drama', 'horror', 'thriller']' | Avaliação IMDB: 6.699999809265137
ID: ts38731 | Título: 'Rebellion' | Ano de lançamento: 2016 | Gêneros: '['war', 'drama', 'history', 'european']' | Avaliação IMDB: 7.099999904632568
ID: ts38734 | Título: 'Marcella' | Ano de lançamento: 2016 | Gêneros: '['crime', 'drama', 'european']' | Avaliação IMDB: 7.400000095367432
ID: ts38757 | Título: 'Kong: King of the Apes' | Ano de lançamento: 2016 | Gêneros: '['animation', 'family', 'scifi', 'action', 'comedy']' | Avaliação IMDB: 5.800000190734863
ID: ts38758 | Título: 'Ajin' | Ano de lançamento: 2016 | Gêneros: '['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']' | Avaliação IMDB: 7.599999904632568
ID: ts38761 | Título: 'Another Miss Oh' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'family', 'fantasy', 'romance']' | Avaliação IMDB: 7.800000190734863
ID: ts38764 | Título: 'Marseille' | Ano de lançamento: 2016 | Gêneros: '['drama', 'european']' | Avaliação IMDB: 6.800000190734863
ID: ts38769 | Título: 'Chelsea' | Ano de lançamento: 2016 | Gêneros: '['comedy']' | Avaliação IMDB: 6.0
ID: ts38770 | Título: 'Lady Dynamite' | Ano de lançamento: 2016 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.300000190734863
ID: ts38772 | Título: 'Dear My Friends' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 8.199999809265137
ID: ts38783 | Título: 'Secret City' | Ano de lançamento: 2016 | Gêneros: '['war', 'thriller']' | Avaliação IMDB: 7.400000095367432
ID: ts38796 | Título: 'Stranger Things' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'thriller', 'drama', 'fantasy', 'horror']' | Avaliação IMDB: 8.699999809265137
ID: ts38805 | Título: 'Beat Bugs' | Ano de lançamento: 2016 | Gêneros: '['family', 'animation', 'comedy', 'fantasy']' | Avaliação IMDB: 7.599999904632568
ID: ts38809 | Título: 'The Get Down' | Ano de lançamento: 2016 | Gêneros: '['drama', 'music']' | Avaliação IMDB: 8.199999809265137
ID: ts38813 | Título: 'Bottersnikes & Gumbles' | Ano de lançamento: 2016 | Gêneros: '['action', 'family', 'animation', 'comedy']' | Avaliação IMDB: 5.199999809265137
ID: ts39007 | Título: 'Van Helsing' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'action', 'fantasy', 'horror', 'drama']' | Avaliação IMDB: 6.199999809265137
ID: ts39014 | Título: 'Kuromukuro' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'animation', 'action', 'scifi']' | Avaliação IMDB: 7.199999809265137
ID: ts39015 | Título: 'A Series of Unfortunate Events' | Ano de lançamento: 2017 | Gêneros: '['drama', 'action', 'comedy', 'family']' | Avaliação IMDB: 7.800000190734863
ID: ts39016 | Título: 'Girlboss' | Ano de lançamento: 2017 | Gêneros: '['comedy']' | Avaliação IMDB: 6.900000095367432
ID: ts39017 | Título: 'Dawn of the Croods' | Ano de lançamento: 2015 | Gêneros: '['action', 'comedy', 'family', 'animation']' | Avaliação IMDB: 5.800000190734863
ID: ts39093 | Título: 'EastSiders' | Ano de lançamento: 2012 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 6.800000190734863
ID: ts39112 | Título: 'Justin Time' | Ano de lançamento: 2011 | Gêneros: '['action', 'animation', 'comedy', 'family']' | Avaliação IMDB: 6.0
ID: ts39465 | Título: 'Yours Fatefully' | Ano de lançamento: 2012 | Gêneros: '['drama', 'comedy', 'romance']' | Avaliação IMDB: 6.699999809265137
ID: ts39604 | Título: 'The Hospital' | Ano de lançamento: 2006 | Gêneros: '['drama']' | Avaliação IMDB: 7.400000095367432
ID: ts4 | Título: 'Breaking Bad' | Ano de lançamento: 2008 | Gêneros: '['drama', 'crime', 'thriller']' | Avaliação IMDB: 9.5
ID: ts41149 | Título: 'The Ranch' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'western']' | Avaliação IMDB: 7.400000095367432
ID: ts41253 | Título: 'Love O2O' | Ano de lançamento: 2016 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 7.900000095367432
ID: ts41258 | Título: 'Cinderella and Four Knights' | Ano de lançamento: 2016 | Gêneros: '['drama', 'family', 'comedy', 'romance']' | Avaliação IMDB: 7.400000095367432
ID: ts41260 | Título: 'Hello, My Twenties!' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 8.300000190734863
ID: ts41289 | Título: 'Flowers' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'european']' | Avaliação IMDB: 8.100000381469727
ID: ts41485 | Título: 'Vanished 46' | Ano de lançamento: 2016 | Gêneros: '['drama', 'action', 'scifi', 'crime', 'thriller']' | Avaliação IMDB: 8.199999809265137
ID: ts41490 | Título: 'Hap and Leonard' | Ano de lançamento: 2016 | Gêneros: '['action', 'thriller', 'crime', 'drama']' | Avaliação IMDB: 7.599999904632568
ID: ts41527 | Título: 'Gypsy' | Ano de lançamento: 2017 | Gêneros: '['drama', 'thriller']' | Avaliação IMDB: 6.800000190734863
ID: ts41766 | Título: 'The Good Place' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'romance', 'comedy', 'drama', 'fantasy']' | Avaliação IMDB: 8.199999809265137
ID: ts41883 | Título: 'The K2' | Ano de lançamento: 2016 | Gêneros: '['action', 'drama', 'war', 'romance', 'thriller']' | Avaliação IMDB: 7.800000190734863
ID: ts41899 | Título: 'Nightmare Teacher' | Ano de lançamento: 2016 | Gêneros: '['drama', 'horror', 'thriller']' | Avaliação IMDB: 7.099999904632568
ID: ts41906 | Título: 'The Disastrous Life of Saiki K.' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'comedy', 'animation', 'fantasy']' | Avaliação IMDB: 8.399999618530273
ID: ts41913 | Título: 'Frequency' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'drama', 'fantasy', 'thriller']' | Avaliação IMDB: 7.400000095367432
ID: ts41948 | Título: 'Hip Hop Evolution' | Ano de lançamento: 2016 | Gêneros: '['documentation', 'music']' | Avaliação IMDB: 8.399999618530273
ID: ts41956 | Título: 'Designated Survivor' | Ano de lançamento: 2016 | Gêneros: '['war', 'action', 'drama', 'thriller']' | Avaliação IMDB: 7.5
ID: ts41961 | Título: 'Queen of the South' | Ano de lançamento: 2016 | Gêneros: '['drama', 'thriller', 'action', 'crime']' | Avaliação IMDB: 7.900000095367432
ID: ts41963 | Título: 'Easy' | Ano de lançamento: 2016 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 6.900000095367432
ID: ts41975 | Título: 'Shooter' | Ano de lançamento: 2016 | Gêneros: '['action', 'war', 'drama']' | Avaliação IMDB: 7.5
ID: ts41995 | Título: 'Zumbo's Just Desserts' | Ano de lançamento: 2016 | Gêneros: '['reality']' | Avaliação IMDB: 6.900000095367432
ID: ts42011 | Título: 'Cheer Squad' | Ano de lançamento: 2016 | Gêneros: '['reality']' | Avaliação IMDB: 7.199999809265137
ID: ts42014 | Título: '60 Days In' | Ano de lançamento: 2016 | Gêneros: '['documentation', 'reality']' | Avaliação IMDB: 7.599999904632568
ID: ts42022 | Título: 'El marginal' | Ano de lançamento: 2016 | Gêneros: '['drama', 'crime', 'thriller', 'action']' | Avaliação IMDB: 8.100000381469727
ID: ts42038 | Título: 'No Tomorrow' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'romance', 'thriller']' | Avaliação IMDB: 7.099999904632568
ID: ts42062 | Título: 'Miraculous: Tales of Ladybug & Cat Noir' | Ano de lançamento: 2015 | Gêneros: '['animation', 'action', 'family', 'fantasy', 'romance']' | Avaliação IMDB: 7.699999809265137
ID: ts42075 | Título: 'Intersection' | Ano de lançamento: 2016 | Gêneros: '['drama']' | Avaliação IMDB: 6.5
ID: ts42077 | Título: 'Medici: Masters of Florence' | Ano de lançamento: 2016 | Gêneros: '['war', 'romance', 'thriller', 'drama', 'history', 'european']' | Avaliação IMDB: 7.900000095367432
ID: ts42089 | Título: 'Haters Back Off' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama', 'family', 'romance']' | Avaliação IMDB: 5.900000095367432
ID: ts42090 | Título: 'Last Chance U' | Ano de lançamento: 2016 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 8.399999618530273
ID: ts42119 | Título: 'Greenleaf' | Ano de lançamento: 2016 | Gêneros: '['drama']' | Avaliação IMDB: 7.300000190734863
ID: ts42120 | Título: 'Travelers' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'thriller', 'drama']' | Avaliação IMDB: 8.0
ID: ts42127 | Título: 'The Windsors' | Ano de lançamento: 2016 | Gêneros: '['comedy']' | Avaliação IMDB: 7.099999904632568
ID: ts42137 | Título: 'Voltron: Legendary Defender' | Ano de lançamento: 2016 | Gêneros: '['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']' | Avaliação IMDB: 8.100000381469727
ID: ts42155 | Título: 'Home: Adventures with Tip & Oh' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'scifi', 'animation', 'family', 'fantasy']' | Avaliação IMDB: 6.0
ID: ts42156 | Título: 'Degrassi: Next Class' | Ano de lançamento: 2016 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 6.800000190734863
ID: ts42168 | Título: 'Resurrection: Ertugrul' | Ano de lançamento: 2014 | Gêneros: '['action', 'war', 'drama', 'history']' | Avaliação IMDB: 7.900000095367432
ID: ts42169 | Título: 'ERASED' | Ano de lançamento: 2016 | Gêneros: '['drama', 'thriller', 'animation', 'fantasy', 'scifi']' | Avaliação IMDB: 8.5
ID: ts42170 | Título: 'Crashing' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'european']' | Avaliação IMDB: 7.699999809265137
ID: ts42218 | Título: 'Sin senos sí hay paraíso' | Ano de lançamento: 2016 | Gêneros: '['action', 'drama', 'romance', 'crime']' | Avaliação IMDB: 6.5
ID: ts42257 | Título: 'Signal' | Ano de lançamento: 2016 | Gêneros: '['crime', 'thriller', 'drama', 'fantasy', 'scifi']' | Avaliação IMDB: 8.5
ID: ts42260 | Título: 'Chelsea Does' | Ano de lançamento: 2016 | Gêneros: '['documentation']' | Avaliação IMDB: 7.300000190734863
ID: ts42294 | Título: '13 Reasons Why' | Ano de lançamento: 2017 | Gêneros: '['drama', 'thriller']' | Avaliação IMDB: 7.5
ID: ts42347 | Título: 'Word Party' | Ano de lançamento: 2016 | Gêneros: '['family', 'animation']' | Avaliação IMDB: 5.5
ID: ts42405 | Título: 'Mindhunter' | Ano de lançamento: 2017 | Gêneros: '['drama', 'crime', 'thriller']' | Avaliação IMDB: 8.600000381469727
ID: ts42477 | Título: 'Babylon Berlin' | Ano de lançamento: 2017 | Gêneros: '['drama', 'thriller', 'crime', 'history', 'european']' | Avaliação IMDB: 8.399999618530273
ID: ts42628 | Título: 'Netflix Presents: The Characters' | Ano de lançamento: 2016 | Gêneros: '['comedy']' | Avaliação IMDB: 5.199999809265137
ID: ts42655 | Título: 'Wanted' | Ano de lançamento: 2016 | Gêneros: '['crime', 'drama', 'action']' | Avaliação IMDB: 7.599999904632568
ID: ts42687 | Título: 'PJ Masks' | Ano de lançamento: 2015 | Gêneros: '['family', 'animation', 'scifi', 'action', 'fantasy', 'european']' | Avaliação IMDB: 5.400000095367432
ID: ts43119 | Título: 'Real Rob' | Ano de lançamento: 2015 | Gêneros: '['comedy']' | Avaliação IMDB: 6.300000190734863
ID: ts43209 | Título: 'The Cuba Libre Story' | Ano de lançamento: 2015 | Gêneros: '['documentation', 'history', 'european']' | Avaliação IMDB: 7.599999904632568
ID: ts43230 | Título: 'The Deep' | Ano de lançamento: 2015 | Gêneros: '['action', 'family', 'scifi', 'animation']' | Avaliação IMDB: 7.800000190734863
ID: ts43258 | Título: 'Stories by Rabindranath Tagore' | Ano de lançamento: 2015 | Gêneros: '['drama']' | Avaliação IMDB: 8.699999809265137
ID: ts43272 | Título: 'Terrace House: Boys & Girls in the City' | Ano de lançamento: 2015 | Gêneros: '['reality', 'drama']' | Avaliação IMDB: 8.100000381469727
ID: ts43341 | Título: 'Atelier' | Ano de lançamento: 2015 | Gêneros: '['drama', 'documentation', 'comedy']' | Avaliação IMDB: 6.300000190734863
ID: ts43501 | Título: 'Secrets of Great British Castles' | Ano de lançamento: 2015 | Gêneros: '['documentation', 'history', 'european']' | Avaliação IMDB: 7.800000190734863
ID: ts44663 | Título: 'Oscar's Oasis' | Ano de lançamento: 2010 | Gêneros: '['animation', 'comedy', 'european']' | Avaliação IMDB: 7.400000095367432
ID: ts45322 | Título: 'Wait, My Youth' | Ano de lançamento: 2019 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 8.0
ID: ts45948 | Título: 'Monty Python's Fliegender Zirkus' | Ano de lançamento: 1972 | Gêneros: '['comedy']' | Avaliação IMDB: 8.100000381469727
ID: ts45996 | Título: 'Outback Truckers' | Ano de lançamento: 2012 | Gêneros: '['reality', 'documentation']' | Avaliação IMDB: 7.400000095367432
ID: ts47714 | Título: 'Kim's Convenience' | Ano de lançamento: 2016 | Gêneros: '['comedy']' | Avaliação IMDB: 8.199999809265137
ID: ts51367 | Título: 'Trailer Park Boys: Out of the Park: Europe' | Ano de lançamento: 2016 | Gêneros: '['action', 'drama', 'comedy', 'crime']' | Avaliação IMDB: 7.0
ID: ts51368 | Título: 'Skylanders Academy' | Ano de lançamento: 2016 | Gêneros: '['action', 'animation', 'comedy', 'family', 'fantasy']' | Avaliação IMDB: 6.5
ID: ts5145 | Título: 'The Challenge' | Ano de lançamento: 1998 | Gêneros: '['reality', 'comedy', 'drama', 'scifi']' | Avaliação IMDB: 7.800000190734863
ID: ts521 | Título: 'Black Ink Crew New York' | Ano de lançamento: 2013 | Gêneros: '['reality']' | Avaliação IMDB: 4.599999904632568
ID: ts52821 | Título: 'Watership Down' | Ano de lançamento: 2018 | Gêneros: '['animation', 'family', 'fantasy', 'action', 'drama']' | Avaliação IMDB: 7.199999809265137
ID: ts52825 | Título: 'The Princess Weiyoung' | Ano de lançamento: 2016 | Gêneros: '['drama', 'history', 'romance']' | Avaliação IMDB: 7.699999809265137
ID: ts52830 | Título: 'Gilmore Girls: A Year in the Life' | Ano de lançamento: 2016 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.599999904632568
ID: ts52838 | Título: '3%' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'action', 'drama', 'thriller']' | Avaliação IMDB: 7.300000190734863
ID: ts52922 | Título: 'Leah Remini: Scientology and the Aftermath' | Ano de lançamento: 2016 | Gêneros: '['documentation', 'history']' | Avaliação IMDB: 9.0
ID: ts52950 | Título: 'Miss in Kiss' | Ano de lançamento: 2016 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 7.699999809265137
ID: ts52981 | Título: 'White Rabbit Project' | Ano de lançamento: 2016 | Gêneros: '['reality']' | Avaliação IMDB: 6.900000095367432
ID: ts53017 | Título: 'Best Lover' | Ano de lançamento: 2016 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 6.800000190734863
ID: ts53023 | Título: 'Riverdale' | Ano de lançamento: 2017 | Gêneros: '['crime', 'drama', 'thriller', 'romance']' | Avaliação IMDB: 6.599999904632568
ID: ts53051 | Título: 'The OA' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'drama', 'fantasy']' | Avaliação IMDB: 7.800000190734863
ID: ts53065 | Título: 'One More Time' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'drama', 'fantasy']' | Avaliação IMDB: 6.800000190734863
ID: ts53099 | Título: 'Bordertown' | Ano de lançamento: 2016 | Gêneros: '['drama', 'crime', 'european']' | Avaliação IMDB: 7.599999904632568
ID: ts53101 | Título: 'Voice' | Ano de lançamento: 2017 | Gêneros: '['crime', 'thriller', 'action']' | Avaliação IMDB: 7.599999904632568
ID: ts53106 | Título: 'Tokyo Trial' | Ano de lançamento: 2016 | Gêneros: '['drama', 'history']' | Avaliação IMDB: 7.400000095367432
ID: ts53198 | Título: 'One Day at a Time' | Ano de lançamento: 2017 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 8.100000381469727
ID: ts53249 | Título: 'Trollhunters: Tales of Arcadia' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'action', 'fantasy', 'comedy', 'drama', 'animation', 'family']' | Avaliação IMDB: 8.399999618530273
ID: ts53264 | Título: 'My Shy Boss' | Ano de lançamento: 2017 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 7.199999809265137
ID: ts53287 | Título: 'Roman Empire' | Ano de lançamento: 2016 | Gêneros: '['drama', 'documentation', 'history', 'war']' | Avaliação IMDB: 7.0
ID: ts53346 | Título: 'Chasing Cameron' | Ano de lançamento: 2016 | Gêneros: '['reality']' | Avaliação IMDB: 3.5
ID: ts53367 | Título: 'Little Witch Academia' | Ano de lançamento: 2017 | Gêneros: '['scifi', 'animation', 'comedy', 'action', 'drama', 'family', 'fantasy']' | Avaliação IMDB: 7.900000095367432
ID: ts53399 | Título: 'Eternal Love' | Ano de lançamento: 2017 | Gêneros: '['scifi', 'drama', 'fantasy', 'romance', 'family']' | Avaliação IMDB: 8.300000190734863
ID: ts53513 | Título: 'Back to 1989' | Ano de lançamento: 2016 | Gêneros: '['scifi', 'drama']' | Avaliação IMDB: 8.0
