ID: tm4726 | Título: 'Fast and Furious' | Ano de lançamento: 2001 | Gêneros: 'action,comedy' | Avaliação IMDB: 9.8
ID: ts241363 | Título: 'Alba' | Ano de lançamento: 2021 | Gêneros: '['drama']' | Avaliação IMDB: 6.199999809265137
ID: ts241486 | Título: 'Pokémon Journeys: The Series' | Ano de lançamento: 2020 | Gêneros: '['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']' | Avaliação IMDB: 6.900000095367432
ID: ts242210 | Título: 'The Cursed' | Ano de lançamento: 2020 | Gêneros: '['thriller', 'scifi', 'drama', 'fantasy']' | Avaliação IMDB: 7.099999904632568
ID: ts242244 | Título: 'Japan Sinks: 2020' | Ano de lançamento: 2020 | Gêneros: '['action', 'scifi', 'animation', 'drama']' | Avaliação IMDB: 6.400000095367432
ID: ts242820 | Título: 'Floor is Lava' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 5.300000190734863
ID: ts243036 | Título: 'Selena: The Series' | Ano de lançamento: 2020 | Gêneros: '['drama', 'music']' | Avaliação IMDB: 6.900000095367432
ID: ts243256 | Título: 'Social Distance' | Ano de lançamento: 2020 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 5.699999809265137
ID: ts243780 | Título: 'Sharkdog' | Ano de lançamento: 2021 | Gêneros: '['animation', 'comedy', 'family']' | Avaliação IMDB: 5.800000190734863
ID: ts244930 | Título: 'Angry Birds: Summer Madness' | Ano de lançamento: 2022 | Gêneros: '['action', 'comedy', 'family', 'fantasy', 'animation']' | Avaliação IMDB: 5.800000190734863
ID: ts246072 | Título: 'Barbarians' | Ano de lançamento: 2020 | Gêneros: '['drama', 'action', 'history']' | Avaliação IMDB: 7.199999809265137
ID: ts246073 | Título: 'Tribes of Europa' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'drama', 'action', 'fantasy']' | Avaliação IMDB: 6.699999809265137
ID: ts246178 | Título: 'Eden' | Ano de lançamento: 2021 | Gêneros: '['animation', 'drama', 'scifi', 'reality', 'family', 'fantasy', 'action']' | Avaliação IMDB: 6.599999904632568
ID: ts249891 | Título: 'The Comey Rule' | Ano de lançamento: 2020 | Gêneros: '['war', 'drama']' | Avaliação IMDB: 7.400000095367432
ID: ts250092 | Título: 'Shaman King' | Ano de lançamento: 2021 | Gêneros: '['comedy', 'fantasy', 'animation', 'action', 'scifi']' | Avaliação IMDB: 6.900000095367432
ID: ts25028 | Título: 'Wheel of Fortune' | Ano de lançamento: 1983 | Gêneros: '['family']' | Avaliação IMDB: 6.699999809265137
ID: ts250801 | Título: 'Dark Desire' | Ano de lançamento: 2020 | Gêneros: '['thriller', 'drama']' | Avaliação IMDB: 6.5
ID: ts250803 | Título: 'Say I Do' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 7.699999809265137
ID: ts250871 | Título: 'The Business of Drugs' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.199999809265137
ID: ts250912 | Título: 'Fear City: New York vs The Mafia' | Ano de lançamento: 2020 | Gêneros: '['crime', 'documentation']' | Avaliação IMDB: 7.099999904632568
ID: ts250920 | Título: 'Home Game' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 7.0
ID: ts250997 | Título: 'Down to Earth with Zac Efron' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'history', 'reality']' | Avaliação IMDB: 8.0
ID: ts250998 | Título: 'Dirty Lines' | Ano de lançamento: 2022 | Gêneros: '['drama', 'history']' | Avaliação IMDB: 7.400000095367432
ID: ts251028 | Título: 'Detention' | Ano de lançamento: 2020 | Gêneros: '['drama', 'horror', 'thriller']' | Avaliação IMDB: 6.300000190734863
ID: ts251061 | Título: 'Legend of Exorcism' | Ano de lançamento: 2020 | Gêneros: '['scifi', 'action', 'fantasy', 'animation']' | Avaliação IMDB: 7.699999809265137
ID: ts251067 | Título: 'The Baby-Sitters Club' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'drama', 'family']' | Avaliação IMDB: 7.300000190734863
ID: ts251072 | Título: 'The Underclass' | Ano de lançamento: 2020 | Gêneros: '['drama']' | Avaliação IMDB: 6.5
ID: ts251094 | Título: 'Indian Matchmaking' | Ano de lançamento: 2020 | Gêneros: '['reality', 'documentation', 'romance']' | Avaliação IMDB: 6.199999809265137
ID: ts251119 | Título: 'Hook' | Ano de lançamento: 2020 | Gêneros: '['drama', 'romance', 'sport']' | Avaliação IMDB: 6.5
ID: ts251272 | Título: 'Skin Decision: Before and After' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 5.800000190734863
ID: ts251378 | Título: 'Mystery Lab' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'family', 'documentation', 'animation']' | Avaliação IMDB: 7.400000095367432
ID: ts251512 | Título: 'Immigration Nation' | Ano de lançamento: 2020 | Gêneros: '['documentation']' | Avaliação IMDB: 7.400000095367432
ID: ts251607 | Título: 'Word Party Songs' | Ano de lançamento: 2020 | Gêneros: '['animation', 'family']' | Avaliação IMDB: 3.5999999046325684
ID: ts251615 | Título: '(Un)Well' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'reality']' | Avaliação IMDB: 6.400000095367432
ID: ts251617 | Título: 'Connected' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'comedy']' | Avaliação IMDB: 7.5
ID: ts251618 | Título: 'Tiny Creatures' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'drama', 'family']' | Avaliação IMDB: 5.0
ID: ts251621 | Título: 'World's Most Wanted' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.099999904632568
ID: ts251675 | Título: 'Hellbound' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']' | Avaliação IMDB: 6.599999904632568
ID: ts251782 | Título: 'High Score' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'history']' | Avaliação IMDB: 7.400000095367432
ID: ts251929 | Título: 'DeMarcus Family Rules' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 6.400000095367432
ID: ts252015 | Título: 'GAME ON: A Comedy Crossover Event' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 5.5
ID: ts252119 | Título: 'The Beauty Queen of Jerusalem' | Ano de lançamento: 2021 | Gêneros: '['drama']' | Avaliação IMDB: 7.099999904632568
ID: ts252122 | Título: 'The Possessed' | Ano de lançamento: 2020 | Gêneros: '['thriller', 'horror']' | Avaliação IMDB: 5.699999809265137
ID: ts252141 | Título: 'Alien TV' | Ano de lançamento: 2020 | Gêneros: '['family', 'animation', 'comedy']' | Avaliação IMDB: 6.099999904632568
ID: ts252318 | Título: 'Million Dollar Beach House' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 4.199999809265137
ID: ts252341 | Título: 'Chef's Table: BBQ' | Ano de lançamento: 2020 | Gêneros: '['documentation']' | Avaliação IMDB: 7.800000190734863
ID: ts252505 | Título: 'Are You Afraid of the Dark?' | Ano de lançamento: 2019 | Gêneros: '['thriller', 'horror', 'family', 'drama', 'fantasy']' | Avaliação IMDB: 7.0
ID: ts25252 | Título: 'Yu-Gi-Oh!' | Ano de lançamento: 1998 | Gêneros: '['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']' | Avaliação IMDB: 7.300000190734863
ID: ts252661 | Título: 'La Línea: Shadow of Narco' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 6.400000095367432
ID: ts252695 | Título: 'Bookmarks: Celebrating Black Voices' | Ano de lançamento: 2020 | Gêneros: '['family']' | Avaliação IMDB: 5.0
ID: ts252758 | Título: 'Get Organized with The Home Edit' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 5.400000095367432
ID: ts252856 | Título: 'Challenger: The Final Flight' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'history']' | Avaliação IMDB: 7.800000190734863
ID: ts252861 | Título: 'Resident Evil' | Ano de lançamento: 2022 | Gêneros: '['scifi', 'thriller', 'action', 'horror']' | Avaliação IMDB: 3.700000047683716
ID: ts253288 | Título: 'Felipe Esparza: Bad Decisions' | Ano de lançamento: 2020 | Gêneros: '['comedy']' | Avaliação IMDB: 5.300000190734863
ID: ts253722 | Título: 'Sing On!' | Ano de lançamento: 2020 | Gêneros: '['reality', 'music']' | Avaliação IMDB: 6.400000095367432
ID: ts253813 | Título: 'Glória' | Ano de lançamento: 2021 | Gêneros: '['drama', 'history', 'thriller']' | Avaliação IMDB: 7.900000095367432
ID: ts254293 | Título: 'The American Barbecue Showdown' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 7.099999904632568
ID: ts254537 | Título: 'Good Morning, Verônica' | Ano de lançamento: 2020 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 7.5
ID: ts254568 | Título: 'The Last Word' | Ano de lançamento: 2020 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.0
ID: ts254592 | Título: 'Song Exploder' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'music']' | Avaliação IMDB: 7.400000095367432
ID: ts254600 | Título: 'The Playbook' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 7.400000095367432
ID: ts254656 | Título: 'Jurassic World: Camp Cretaceous' | Ano de lançamento: 2020 | Gêneros: '['action', 'animation', 'scifi', 'family']' | Avaliação IMDB: 7.5
ID: ts254767 | Título: 'Whose Vote Counts, Explained' | Ano de lançamento: 2020 | Gêneros: '['documentation']' | Avaliação IMDB: 7.300000190734863
ID: ts254916 | Título: 'The Cabin with Bert Kreischer' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'reality']' | Avaliação IMDB: 6.599999904632568
ID: ts255037 | Título: 'Resident Evil: Infinite Darkness' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'animation', 'drama', 'action', 'horror']' | Avaliação IMDB: 5.800000190734863
ID: ts255104 | Título: 'Deaf U' | Ano de lançamento: 2020 | Gêneros: '['reality', 'documentation', 'drama']' | Avaliação IMDB: 6.400000095367432
ID: ts255418 | Título: 'Bad Boy Billionaires: India' | Ano de lançamento: 2020 | Gêneros: '['crime', 'documentation']' | Avaliação IMDB: 7.900000095367432
ID: ts255486 | Título: 'Godzilla Singular Point' | Ano de lançamento: 2021 | Gêneros: '['animation', 'action', 'scifi', 'thriller']' | Avaliação IMDB: 6.5
ID: ts255779 | Título: 'Gabby's Dollhouse' | Ano de lançamento: 2021 | Gêneros: '['animation', 'comedy', 'family', 'fantasy']' | Avaliação IMDB: 7.0
ID: ts255809 | Título: 'Carmel: Who Killed Maria Marta?' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.0
ID: ts255880 | Título: 'Dream Home Makeover' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 5.599999904632568
ID: ts255888 | Título: 'First Kill' | Ano de lançamento: 2022 | Gêneros: '['thriller', 'drama', 'fantasy', 'horror']' | Avaliação IMDB: 6.400000095367432
ID: ts255926 | Título: 'Dash & Lily' | Ano de lançamento: 2020 | Gêneros: '['drama', 'comedy', 'romance']' | Avaliação IMDB: 7.5
ID: ts256007 | Título: 'Love & Anarchy' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 7.400000095367432
ID: ts256072 | Título: 'The Woman in the House Across the Street from the Girl in the Window' | Ano de lançamento: 2022 | Gêneros: '['thriller', 'crime', 'drama', 'comedy']' | Avaliação IMDB: 6.300000190734863
ID: ts256134 | Título: 'Country Ever After' | Ano de lançamento: 2020 | Gêneros: '['reality', 'music']' | Avaliação IMDB: 6.400000095367432
ID: ts256309 | Título: 'Aunty Donna's Big Ol House of Fun' | Ano de lançamento: 2020 | Gêneros: '['comedy']' | Avaliação IMDB: 7.900000095367432
ID: ts256310 | Título: 'Pacific Rim: The Black' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'animation', 'action']' | Avaliação IMDB: 7.0
ID: ts256311 | Título: 'High-Rise Invasion' | Ano de lançamento: 2021 | Gêneros: '['thriller', 'action', 'animation', 'horror', 'scifi']' | Avaliação IMDB: 6.599999904632568
ID: ts256606 | Título: 'Trial 4' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.400000095367432
ID: ts256710 | Título: 'Archive 81' | Ano de lançamento: 2022 | Gêneros: '['drama', 'scifi', 'horror', 'thriller']' | Avaliação IMDB: 7.300000190734863
ID: ts256764 | Título: 'Heaven Official's Blessing' | Ano de lançamento: 2020 | Gêneros: '['scifi', 'drama', 'action', 'animation']' | Avaliação IMDB: 8.199999809265137
ID: ts256783 | Título: 'We Are the Champions' | Ano de lançamento: 2020 | Gêneros: '['documentation']' | Avaliação IMDB: 7.099999904632568
ID: ts256853 | Título: 'The King's Avatar' | Ano de lançamento: 2019 | Gêneros: '['action', 'fantasy']' | Avaliação IMDB: 8.199999809265137
ID: ts257243 | Título: 'Voices of Fire' | Ano de lançamento: 2020 | Gêneros: '['music', 'reality']' | Avaliação IMDB: 6.800000190734863
ID: ts257271 | Título: 'The Time It Takes' | Ano de lançamento: 2021 | Gêneros: '['drama', 'romance', 'comedy']' | Avaliação IMDB: 7.099999904632568
ID: ts257315 | Título: 'Karma's World' | Ano de lançamento: 2021 | Gêneros: '['animation', 'comedy', 'family']' | Avaliação IMDB: 5.800000190734863
ID: ts257345 | Título: 'Wild Abandon' | Ano de lançamento: 2022 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.099999904632568
ID: ts257504 | Título: 'Heirs to the Land' | Ano de lançamento: 2022 | Gêneros: '['drama', 'history', 'comedy', 'scifi']' | Avaliação IMDB: 7.0
ID: ts25765 | Título: 'Vampire Knight' | Ano de lançamento: 2008 | Gêneros: '['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']' | Avaliação IMDB: 7.300000190734863
ID: ts257873 | Título: 'Dive Club' | Ano de lançamento: 2021 | Gêneros: '['drama', 'family']' | Avaliação IMDB: 6.099999904632568
ID: ts258169 | Título: 'Holiday Home Makeover with Mr. Christmas' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 5.800000190734863
ID: ts258358 | Título: 'The Life and Movies of Erşan Kuneri' | Ano de lançamento: 2022 | Gêneros: '['comedy']' | Avaliação IMDB: 6.699999809265137
ID: ts258415 | Título: 'Elves' | Ano de lançamento: 2021 | Gêneros: '['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']' | Avaliação IMDB: 5.5
ID: ts260502 | Título: 'Until Life Do Us Part' | Ano de lançamento: 2021 | Gêneros: '['drama']' | Avaliação IMDB: 7.5
ID: ts26091 | Título: 'The Staircase' | Ano de lançamento: 2004 | Gêneros: '['crime', 'documentation', 'drama']' | Avaliação IMDB: 7.800000190734863
ID: ts262246 | Título: 'The Last Bus' | Ano de lançamento: 2022 | Gêneros: '['scifi', 'comedy', 'drama', 'family', 'fantasy']' | Avaliação IMDB: 5.0
ID: ts26322 | Título: 'Toradora!' | Ano de lançamento: 2008 | Gêneros: '['animation', 'comedy', 'drama', 'romance']' | Avaliação IMDB: 8.0
ID: ts264270 | Título: 'Anatomy of a Scandal' | Ano de lançamento: 2022 | Gêneros: '['drama', 'thriller']' | Avaliação IMDB: 7.0
ID: ts265991 | Título: 'The Cook of Castamar' | Ano de lançamento: 2021 | Gêneros: '['drama']' | Avaliação IMDB: 7.400000095367432
ID: ts267062 | Título: 'Jiva!' | Ano de lançamento: 2021 | Gêneros: '['drama']' | Avaliação IMDB: 5.5
ID: ts26776 | Título: 'Smile PreCure!' | Ano de lançamento: 2012 | Gêneros: '['action', 'comedy', 'scifi', 'family', 'fantasy', 'animation']' | Avaliação IMDB: 6.199999809265137
ID: ts268099 | Título: 'LEGO Marvel Avengers: Climate Conundrum' | Ano de lançamento: 2020 | Gêneros: '['animation', 'family', 'action']' | Avaliação IMDB: 6.5
ID: ts268102 | Título: 'Juvenile Justice' | Ano de lançamento: 2022 | Gêneros: '['drama', 'crime']' | Avaliação IMDB: 8.0
ID: ts268508 | Título: 'Alien Worlds' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'scifi', 'animation']' | Avaliação IMDB: 6.5
ID: ts268560 | Título: 'The Uncanny Counter' | Ano de lançamento: 2020 | Gêneros: '['drama', 'thriller', 'action', 'fantasy', 'horror']' | Avaliação IMDB: 8.100000381469727
ID: ts268608 | Título: 'The Ripper' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.099999904632568
ID: ts268648 | Título: 'Anitta: Made in Honório' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'music']' | Avaliação IMDB: 6.900000095367432
ID: ts268758 | Título: 'Mismatched' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'drama', 'romance']' | Avaliação IMDB: 5.5
ID: ts268890 | Título: 'Lovestruck in the City' | Ano de lançamento: 2020 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 7.599999904632568
ID: ts268997 | Título: 'Futmalls.com' | Ano de lançamento: 2020 | Gêneros: '['scifi', 'thriller']' | Avaliação IMDB: 6.5
ID: ts269073 | Título: 'The Fabulous Lives of Bollywood Wives' | Ano de lançamento: 2020 | Gêneros: '['reality', 'documentation', 'romance']' | Avaliação IMDB: 4.699999809265137
ID: ts269096 | Título: 'She Would Never Know' | Ano de lançamento: 2021 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 7.5
ID: ts269157 | Título: 'Room 2806: The Accusation' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'crime']' | Avaliação IMDB: 7.0
ID: ts269179 | Título: 'The G Word with Adam Conover' | Ano de lançamento: 2022 | Gêneros: '['documentation', 'comedy']' | Avaliação IMDB: 6.699999809265137
ID: ts269185 | Título: 'Cold Case Files' | Ano de lançamento: 2017 | Gêneros: '['crime', 'documentation']' | Avaliação IMDB: 7.900000095367432
ID: ts269280 | Título: 'Kings of Jo'Burg' | Ano de lançamento: 2020 | Gêneros: '['crime', 'thriller']' | Avaliação IMDB: 5.0
ID: ts269286 | Título: 'Once Upon a Time... Happily Never After' | Ano de lançamento: 2022 | Gêneros: '['scifi', 'comedy', 'fantasy']' | Avaliação IMDB: 5.400000095367432
ID: ts269395 | Título: 'God's Favorite Idiot' | Ano de lançamento: 2022 | Gêneros: '['comedy', 'fantasy']' | Avaliação IMDB: 5.699999809265137
ID: ts269397 | Título: 'Bogdan Boner: Egzorcysta' | Ano de lançamento: 2020 | Gêneros: '['animation', 'comedy']' | Avaliação IMDB: 7.300000190734863
ID: ts269442 | Título: 'The Surgeon's Cut' | Ano de lançamento: 2020 | Gêneros: '['documentation']' | Avaliação IMDB: 8.5
ID: ts269493 | Título: 'Headspace Guide to Meditation' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'animation']' | Avaliação IMDB: 8.399999618530273
ID: ts269501 | Título: 'BREAK IT ALL: The History of Rock in Latin America' | Ano de lançamento: 2020 | Gêneros: '['documentation', 'music']' | Avaliação IMDB: 7.599999904632568
ID: ts269676 | Título: 'History of Swear Words' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'comedy']' | Avaliação IMDB: 6.400000095367432
ID: ts269690 | Título: 'Schulz Saves America' | Ano de lançamento: 2020 | Gêneros: '['comedy']' | Avaliação IMDB: 7.300000190734863
ID: ts269740 | Título: 'How To Ruin Christmas' | Ano de lançamento: 2020 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 6.0
ID: ts269881 | Título: 'Record of Ragnarok' | Ano de lançamento: 2021 | Gêneros: '['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']' | Avaliação IMDB: 6.199999809265137
ID: ts270405 | Título: 'Pretend It's a City' | Ano de lançamento: 2021 | Gêneros: '['comedy', 'documentation']' | Avaliação IMDB: 8.100000381469727
ID: ts270439 | Título: 'Best Leftovers Ever!' | Ano de lançamento: 2020 | Gêneros: '['reality']' | Avaliação IMDB: 5.599999904632568
ID: ts270616 | Título: 'We Are: The Brooklyn Saints' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'sport']' | Avaliação IMDB: 6.5
ID: ts270798 | Título: 'Love (ft. Marriage and Divorce)' | Ano de lançamento: 2021 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 6.599999904632568
ID: ts270910 | Título: 'Vikings: Valhalla' | Ano de lançamento: 2022 | Gêneros: '['war', 'action', 'drama', 'history', 'romance']' | Avaliação IMDB: 7.099999904632568
ID: ts271025 | Título: 'Bling Empire' | Ano de lançamento: 2021 | Gêneros: '['reality']' | Avaliação IMDB: 5.800000190734863
ID: ts271247 | Título: 'LEGO City Adventures' | Ano de lançamento: 2019 | Gêneros: '['animation', 'action', 'comedy', 'family']' | Avaliação IMDB: 6.699999809265137
ID: ts271321 | Título: 'Beyond Evil' | Ano de lançamento: 2021 | Gêneros: '['crime', 'thriller', 'drama']' | Avaliação IMDB: 8.100000381469727
ID: ts271413 | Título: 'Night Stalker: The Hunt for a Serial Killer' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'crime', 'thriller']' | Avaliação IMDB: 7.5
ID: ts271437 | Título: 'Money Heist (Korean Remake)' | Ano de lançamento: 2022 | Gêneros: '['action', 'drama', 'thriller', 'crime']' | Avaliação IMDB: 5.199999809265137
ID: ts271450 | Título: 'The Lincoln Lawyer' | Ano de lançamento: 2022 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 7.699999809265137
ID: ts271517 | Título: 'The Crew' | Ano de lançamento: 2021 | Gêneros: '['comedy']' | Avaliação IMDB: 6.5
ID: ts271593 | Título: 'Spycraft' | Ano de lançamento: 2021 | Gêneros: '['documentation']' | Avaliação IMDB: 6.699999809265137
ID: ts271595 | Título: 'Crime Scene: The Vanishing at the Cecil Hotel' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'crime', 'thriller']' | Avaliação IMDB: 5.900000095367432
ID: ts271604 | Título: 'Blue Period' | Ano de lançamento: 2021 | Gêneros: '['animation', 'drama']' | Avaliação IMDB: 7.699999809265137
ID: ts271720 | Título: 'Pui Pui Molcar' | Ano de lançamento: 2021 | Gêneros: '['animation', 'comedy', 'family']' | Avaliação IMDB: 8.100000381469727
ID: ts271726 | Título: 'Go Dog Go' | Ano de lançamento: 2021 | Gêneros: '['animation', 'family']' | Avaliação IMDB: 7.0
ID: ts271888 | Título: 'Fate: The Winx Saga' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'drama', 'fantasy', 'action']' | Avaliação IMDB: 6.800000190734863
ID: ts272092 | Título: 'Canine Intervention' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'reality']' | Avaliação IMDB: 6.5
ID: ts272366 | Título: 'Amend: The Fight for America' | Ano de lançamento: 2021 | Gêneros: '['war', 'documentation', 'history']' | Avaliação IMDB: 7.800000190734863
ID: ts272422 | Título: 'Buried by the Bernards' | Ano de lançamento: 2021 | Gêneros: '['reality']' | Avaliação IMDB: 7.199999809265137
ID: ts272463 | Título: 'Colin in Black & White' | Ano de lançamento: 2021 | Gêneros: '['drama', 'sport']' | Avaliação IMDB: 5.5
ID: ts272515 | Título: 'Dealer' | Ano de lançamento: 2021 | Gêneros: '['action', 'drama', 'thriller', 'crime']' | Avaliação IMDB: 6.099999904632568
ID: ts272669 | Título: 'Waffles + Mochi' | Ano de lançamento: 2021 | Gêneros: '['family']' | Avaliação IMDB: 7.300000190734863
ID: ts2727 | Título: 'Derek' | Ano de lançamento: 2013 | Gêneros: '['drama', 'comedy', 'european']' | Avaliação IMDB: 8.100000381469727
ID: ts272939 | Título: 'The Lost Pirate Kingdom' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'drama', 'history']' | Avaliação IMDB: 6.599999904632568
ID: ts272980 | Título: 'The One' | Ano de lançamento: 2021 | Gêneros: '['drama', 'scifi', 'thriller', 'crime', 'action']' | Avaliação IMDB: 6.599999904632568
ID: ts273100 | Título: 'DOTA: Dragon's Blood' | Ano de lançamento: 2021 | Gêneros: '['scifi', 'action', 'animation', 'fantasy', 'thriller']' | Avaliação IMDB: 7.800000190734863
ID: ts273229 | Título: 'Feria: The Darkest Light' | Ano de lançamento: 2022 | Gêneros: '['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']' | Avaliação IMDB: 5.699999809265137
ID: ts273245 | Título: 'Dad Stop Embarrassing Me!' | Ano de lançamento: 2021 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 4.099999904632568
ID: ts273275 | Título: 'Marriage or Mortgage' | Ano de lançamento: 2021 | Gêneros: '['reality']' | Avaliação IMDB: 5.099999904632568
ID: ts273317 | Título: 'Pitta Kathalu' | Ano de lançamento: 2021 | Gêneros: '['drama', 'romance']' | Avaliação IMDB: 5.099999904632568
ID: ts273318 | Título: 'Country Comfort' | Ano de lançamento: 2021 | Gêneros: '['drama', 'family', 'music', 'action', 'comedy']' | Avaliação IMDB: 6.800000190734863
ID: ts273436 | Título: 'Murder Among the Mormons' | Ano de lançamento: 2021 | Gêneros: '['documentation', 'crime', 'history']' | Avaliação IMDB: 7.0
ID: ts273485 | Título: 'Baki Hanma' | Ano de lançamento: 2021 | Gêneros: '['animation', 'action', 'drama', 'sport', 'thriller']' | Avaliação IMDB: 6.599999904632568
ID: ts274575 | Título: 'How to Be A Cowboy' | Ano de lançamento: 2021 | Gêneros: '['reality']' | Avaliação IMDB: 6.900000095367432
ID: ts27468 | Título: 'Transformers: Rescue Bots' | Ano de lançamento: 2012 | Gêneros: '['scifi', 'action', 'animation', 'comedy', 'family']' | Avaliação IMDB: 6.400000095367432
ID: ts275111 | Título: 'Rainbow High' | Ano de lançamento: 2020 | Gêneros: '['comedy', 'family', 'animation']' | Avaliação IMDB: 5.800000190734863
ID: ts27586 | Título: 'Magi' | Ano de lançamento: 2012 | Gêneros: '['scifi', 'action', 'animation', 'comedy', 'fantasy']' | Avaliação IMDB: 7.800000190734863
ID: ts2760 | Título: 'Fireman Sam' | Ano de lançamento: 1987 | Gêneros: '['animation', 'comedy', 'family', 'crime', 'european']' | Avaliação IMDB: 6.099999904632568
ID: ts276067 | Título: 'Maldivas' | Ano de lançamento: 2022 | Gêneros: '['comedy', 'drama']' | Avaliação IMDB: 5.599999904632568
ID: ts27680 | Título: 'Last Tango in Halifax' | Ano de lançamento: 2012 | Gêneros: '['drama', 'comedy', 'romance', 'european']' | Avaliação IMDB: 8.300000190734863
ID: ts27693 | Título: 'Kenan & Kel' | Ano de lançamento: 1996 | Gêneros: '['family', 'comedy']' | Avaliação IMDB: 7.800000190734863
ID: ts277084 | Título: 'Man vs. Bee' | Ano de lançamento: 2022 | Gêneros: '['comedy', 'family']' | Avaliação IMDB: 6.800000190734863
ID: ts277126 | Título: 'Black Space' | Ano de lançamento: 2020 | Gêneros: '['crime', 'drama', 'thriller']' | Avaliação IMDB: 6.699999809265137
ID: ts27835 | Título: 'MeatEater' | Ano de lançamento: 2012 | Gêneros: '['documentation']' | Avaliação IMDB: 7.5
ID: ts27875 | Título: 'Masha's tales' | Ano de lançamento: 2012 | Gêneros: '['animation', 'family']' | Avaliação IMDB: 6.400000095367432
ID: ts279892 | Título: 'Ginny & Georgia' | Ano de lançamento: 2021 | Gêneros: '['drama', 'comedy']' | Avaliação IMDB: 7.400000095367432
ID: ts280693 | Título: 'Thomas & Friends: All Engines Go!' | Ano de lançamento: 2021 | Gêneros: '['animation', 'fantasy', 'drama', 'family', 'music', 'comedy']' | Avaliação IMDB: 2.0
